idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
17114,Ruby Tuesday,,,,Cocktail,,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,,Gießen Sie Gin und Cranberry in einen mit Eiswürfeln gefüllten Highball. Grenadine zugeben und umrühren.,,"Versa gin e mirtilli rossi in un highball pieno di cubetti di ghiaccio.
Aggiungere la granatina e mescolare.",,,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Gin,Cranberry juice,Grenadine,,,,,,,,,,,,,2 oz ,5 oz ,2 splashes ,,,,,,,,,,,,,,,No,9/6/2015 16:30
12630,Rail Splitter,,,,Cocktail,,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,,Zuckersirup mit Zitronensaft in einem hohen Glas mischen. Mit Ginger Ale auffüllen.,,Mescolare lo sciroppo di zucchero con il succo di limone in un bicchiere alto.Riempi di ginger ale.,,,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,,,,,,2 tsp ,,,,,,,,,,,,,,,,,No,9/2/2015 16:27
17245,Rosemary Blue,,,,Cocktail,,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",,"Fügen Sie den Bombay Saphir, Blauen Curacao, Rosmarinzweig und den sanft ausgedrückten Zitronenkeil in ein Ballonglas ein. Gut mischen. Mit Eiswürfel füllen und mit dem Fever-Tree Light Tonic Water auffüllen. Vorsichtig mit einem Barlöffel zum Mischen verrühren.",,"1) Aggiungere il Bombay Sapphire, il Blue Curacao, il rametto di rosmarino e uno spicchio di limone leggermente spremuto in un bicchiere a palloncino.
Agita bene per combinare.
2) Riempire con ghiaccio a cubetti e ricoprire con l'acqua tonica Fever-Tree Light.
3) Piegare delicatamente con un cucchiaio da bar per mescolare.",,,https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,,,,,,50 ml,15 ml,100 ml,Garnish with,,,,,,,,,,,,,,No,12/4/2017 16:55
178367,Ramos Gin Fizz,,,,Cocktail,,Alcoholic,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",,"Bereiten Sie alle Zutaten auf der Theke vor, um gut und schnell arbeiten zu können, insbesondere die Sahne und das Eiweiß.
Alle Zutaten, bis auf das Soda, in einen Shaker geben.
1 Minute kräftig schütteln: Sahne und Eiweiß müssen sich perfekt vermischen, also keine Eile.
Jetzt den Shaker öffnen und etwas Eis hinzugeben und 1-2 Minuten schütteln. Es kommt darauf an, wie lange du widerstehen kannst!
In ein Longdrinkglas gießen, einen Spritzer Soda hinzugeben und nach Belieben garnieren.
Ramos Gin Fizz wurde einst als belebendes Getränk oder sogar als Frühstück getrunken, probieren Sie es als Aperitif und nach dem Abendessen und Sie werden ein kleines Juwel entdecken, das jetzt verloren gegangen ist.",,"Preparate tutti gli ingredienti sul bancone per poter lavorare bene e velocemente, soprattutto la panna e l’albume d’uovo.
Versate tutti gli ingredienti, a parte la soda, in uno shaker.
Agitate energicamente per 1 minuto: panna ed albume si devono mescolare alla perfezione, quindi non abbiate fretta.
Adesso aprite lo shaker e mettete un po’ di ghiaccio e agitate per 1-2 minuti. Dipende da quanto riuscite a resistere!
Versate in un bicchiere highball, aggiungete uno schizzo di soda e guarnite a piacere.
Una volta il Ramos Gin Fizz era bevuto come drink corroborante o addirittura come colazione, provatelo come aperitivo e nel dopo cena e scoprirete un piccolo gioiello ormai perduto.",,,https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg,Gin,Lemon Juice,Sugar Syrup,Cream,Egg White,Vanilla extract,Soda Water,,,,,,,,,4.5 cL,3 cl,3 cl,6 cl,1,2 drop,2 cl,,,,,,,,,https://cdn.diffords.com/contrib/stock-images/2021/08/610d32bab0377.jpg,,No,
12057,Royal Gin Fizz,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",,"Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas sieben. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.",,"Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere highball su due cubetti di ghiaccio. Riempi con acqua gassata, mescola e servi",,,https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 whole ,,,,,,,,,,,,,,No,9/6/2017 23:07
12087,Rum Milk Punch,,,,Ordinary Drink,,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,,Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Collins-Glas abseihen. Muskatnuss darüber streuen und servieren.,,Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere Collins. Cospargere di noce moscata e servire.,,,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,,,,,,2 oz ,1 cup ,1 tsp ,,,,,,,,,,,,,,,No,9/8/2017 17:40
178333,Raspberry Julep,,,,Cocktail,,Alcoholic,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",,,,"Pestare delicatamente le foglie di menta e lo sciroppo di lamponi sul fondo della tazza. Aggiungere il ghiaccio tritato e il Bourbon nella tazza e poi mescolare. Completare con altro ghiaccio, guarnire con un rametto di menta.",,,https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,Bourbon,Raspberry syrup,Mint,,,,,,,,,,,,,2 oz,1/2 oz,8,,,,,,,,,,,,,,,No,
12091,Rum Screwdriver,,,,Ordinary Drink,,Alcoholic,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",,"Gießen Sie Rum in ein Highball-Glas über Eiswürfel. Orangensaft hinzufügen, umrühren und servieren.",,"Versare il rum in un bicchiere highball sopra i cubetti di ghiaccio. Aggiungere il succo d'arancia, mescolare e servire.",,,https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Light rum,Orange juice,,,,,,,,,,,,,,1 1/2 oz ,5 oz ,,,,,,,,,,,,,,,,No,11/27/2017 11:28
17167,Raspberry Cooler,,,,Other / Unknown,,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,,"Geben Sie den Himbeer-Wodka und das Soda in ein Highball-Glas, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.",,"Versare la vodka ai lamponi e la soda in un bicchiere highball quasi pieno di cubetti di ghiaccio.
Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz ,4 oz ,,,,,,,,,,,,,,,,No,9/3/2015 5:25
12089,Rum Old-fashioned,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",,"Puderzucker, Wasser und Bitter in einem old-fashioned Glas verrühren. Wenn sich der Zucker aufgelöst hat, Eiswürfel und leichten Rum hinzufügen. Die Limettenspirale hinzufügen, 151er Rum darauf verteilen und servieren.",,"Mescolare lo zucchero, l'acqua e il bitter in un bicchiere vecchio stile. Quando lo zucchero si sarà sciolto aggiungere i cubetti di ghiaccio e il rum chiaro. Aggiungere la scorza di lime, far galleggiare sopra 151 rum e servire.",,,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,,,,,,,,No,9/7/2017 22:44
17214,Russian Spring Punch,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",,Die Zutaten in ein Highball-Glas geben und mit Sekt auffüllen.,,"Versare gli ingredienti in un bicchiere highball, guarnire con dello spumante.",,,https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,,,,,,2.5 cl,1.5 cl,1 cl,2.5 cl,,,,,,,,,,,,,,No,9/2/2017 18:31
16984,Radioactive Long Island Iced Tea,,,,Ordinary Drink,,Alcoholic,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,,Alle Zutaten in einem sehr hohen Glas über Eis gießen. Vorsichtig nippen.,,"Versare tutti gli ingredienti sul ghiaccio in un bicchiere molto alto.
Sorseggia con cautela.",,,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,No,8/24/2017 9:31
17141,Smut,,,,Punch / Party Drink,,Alcoholic,Beer mug,Throw it all together and serve real cold.,,Schütte alles zusammen und serviere es kalt.,,Metti tutto insieme e servi freddo.,,,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,,,,,,1/3 part ,1 shot ,1/3 part ,1/3 part ,,,,,,,,,,,,,,No,9/2/2017 16:23
17215,Spritz,,,,Ordinary Drink,New Era Drinks,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",,"Über Eis in Glas einfüllen, garnieren und servieren.",,"Build into glass over ice, garnish and serve.",,,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Prosecco,Campari,Soda Water,,,,,,,,,,,,,6 cl,4 cl,splash,,,,,,,,,,,,,,,No,9/2/2017 18:34
12130,Scooter,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",,"Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,Amaretto,Light cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,1/2/2017 20:18
13020,Sangria,,,,Punch / Party Drink,,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,,Alles in einem Krug vermischen und im Kühlschrank aufbewahren. Nach Belieben Nelken und Zimtstangen hinzufügen. In Weingläsern servieren.,,"Mescolare il tutto in una brocca e conservare in frigorifero.
Aggiungere i chiodi di garofano e le stecche di cannella a piacere.
Servire in calici da vino.",,,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,,,,,,1 bottle ,1/2 cup ,1 cup ,1 cup ,,,,,,,,,,,,,,No,9/3/2015 4:01
17193,Stinger,,"IBA,Classic",,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",,"In ein Mischglas mit Eis geben, umrühren und in ein Cocktailglas abseihen. Kann auch auf Eiswürfeln in einem Steinglas serviert werden.",,"Versare in un mixing glass con ghiaccio, mescolare e filtrare in una coppetta da cocktail.",,,https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,9/2/2017 12:40
12127,Sazerac,,"IBA,Classic",https://www.youtube.com/watch?v=RuZzOcjJUYw,Ordinary Drink,Unforgettables,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",,"Ein gekühltes old-fashioned Glas mit dem Absinth ausspülen, zerstoßenes Eis hinzufügen und beiseite stellen. Die restlichen Zutaten über das Eis geben und beiseite stellen. Entsorgen Sie das Eis und den überschüssigen Absinth aus dem vorbereiteten Glas und seihen Sie das Getränk in das Glas. Die Zitronenschale als Garnierung hinzufügen.",,"Sciacquare un bicchiere vecchio stile freddo con l'assenzio, aggiungere il ghiaccio tritato e metterlo da parte. Mescola gli ingredienti rimanenti sul ghiaccio e mettilo da parte. Togli il ghiaccio e l'assenzio in eccesso dal bicchiere precedentemente preparato e filtra la bevanda nel bicchiere .Aggiungere la scorza di limone per guarnire.",,,https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,,,,,,1 tsp ,1/2 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of ,,,,,,,,,,,,No,8/18/2015 15:13
12196,Sidecar,,"IBA,Classic",https://www.youtube.com/watch?v=uvKKILoO-Nk,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,,Alle Zutaten in einen mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein Cocktailglas abseihen.,,Versare tutti gli ingredienti in uno shaker pieno di ghiaccio.Shakerare bene e filtrare nella coppetta da cocktail.,,,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,Cognac,Cointreau,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,https://www.flickr.com/photos/mstyne/29716525626/in/dateposted/,Michael Styne https://www.flickr.com/photos/mstyne/,Yes,8/18/2015 15:07
178349,Snowday,,Winter,,Cocktail,,Alcoholic,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,,,,Mescola tutti gli ingredienti con il ghiaccio. Filtrare in un bicchiere con dei cubetti di ghiaccio. Spremi la scorza d'arancia sulla bevanda e guarnire.,,,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,Vodka,Amaro Montenegro,Ruby Port,Blood Orange,Angostura Bitters,Orange Peel,,,,,,,,,,1 oz,1 oz,1 oz,1 tsp,Dash,Garnish with,,,,,,,,,,https://www.instagram.com/p/CLkmoNJFXUe/,,No,
178322,Spice 75,,Christmas,,Cocktail,,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",,,,"Scaldare delicatamente 60 g di zucchero di canna in una padella con 30 ml di acqua e 1 cucchiaio di pimento. Cuocere a fuoco lento finché lo zucchero non si sarà sciolto, quindi lasciare raffreddare il composto. Filtrare al setaccio rivestito con un filtro da caffè (o un doppio strato di carta da cucina) .  Versare 60 ml di sciroppo speziato in uno shaker insieme a 200 ml di rum e 90 ml di succo di lime. Shakerare con ghiaccio e filtrare tra sei bicchieri flute. Riempire con 600 ml di champagne e guarnire ciascuno con un tocco d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,,,,,,,,No,
14195,Snowball,,Christmas,,Ordinary Drink,,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,,"Einen Eiswürfel in das Glas geben und 4,5 cl. Advocaat hinzufügen. Das Glas mit Limonade füllen und mit einer Scheibe Zitrone dekorieren. Sofort servieren.",,"Riempite il bicchiere con la limonata e decorate con una fetta di limone.
",,,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Advocaat,Lemonade,Lemon,Ice,,,,,,,,,,,,1 1/2 oz ,8-10 oz cold ,1 slice ,cubes,,,,,,,,,,,,,,No,9/6/2017 23:03
16985,Shot-gun,,,,Shot,,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,,Gießen Sie ein Teil Jack Daniels und ein Teil Jim Beam in ein Schnapsglas und lassen Sie Wild Turkey darauf treiben.,,"Versare una parte di Jack Daniels e una parte diJim Beam nel bicchierino da shot, infine versare il Wild Turkey.",,,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,,,,,1 part ,1 part ,1 oz ,,,,,,,,,,,,,,,No,8/24/2017 9:33
12107,Salty Dog,,,,Ordinary Drink,,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",,"Alle Zutaten über Eiswürfel in ein Highball-Glas gießen. Gut umrühren und servieren. (Wodka kann durch Gin ersetzt werden, wenn gewünscht.)",,"Versare tutti gli ingredienti sui cubetti di ghiaccio in un bicchiere highball.Mescolate bene e servite.(La vodka può essere sostituita al gin, se si preferisce.)",,,https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Grapefruit juice,Gin,Salt,,,,,,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,,,,,,,,No,9/8/2017 18:03
12308,Stone Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein gekühltes Whiskey-Sourglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere ghiacciato di whisky sour e servire.",,,https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,9/1/2016 9:51
13377,Sea breeze,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,,Alle Zutaten in einem mit Eis gefüllten Highball-Glas vermengen. Mit Limettenkeil garnieren.,,"Metti tutti gli ingredienti in un bicchiere highball pieno di ghiaccio.
Guarnire con uno spicchio di lime.",,,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 oz ,,,,,,,,,,,,,,,No,9/2/2017 17:59
12158,Scotch Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",,"Scotch, Limettensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Mit 1/2 Scheibe Zitrone dekorieren, mit der Kirsche belegen und servieren.",,"Shakerare scotch, succo di lime e zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour. Decorare con 1/2 fetta di limone, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1,,,,,,,,,,,,,No,9/8/2017 18:07
16990,Sweet Tooth,,,,Shake,,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",,"Geben Sie 2 Spritzer Godiva Liquour in ein Glas, geben Sie so viel Milch hinzu, wie Sie möchten.",,"Metti 2 shot di Godiva Liqueur in un bicchiere, aggiungi tanto o poco latte quanto desideri.",,,https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Godiva liqueur,Milk,,,,,,,,,,,,,,2 shots ,,,,,,,,,,,,,,,,,No,8/24/2017 9:37
12162,Screwdriver,,IBA,https://www.youtube.com/watch?v=ce_YOgaEo3Q,Ordinary Drink,Unforgettables,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,,In einem Highball-Glas mit Eis mischen. Garnieren und servieren.,,Mescolare in un bicchiere highball con ghiaccio. Guarnire e servire.,,,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,Orange juice,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,,,,No,9/2/2017 12:36
12190,Sherry Flip,,,,Ordinary Drink,,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,,Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Muskatnuss darüber streuen und servieren.,,Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere da whisky sour. Cospargere di noce moscata e servire.,,,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz cream ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,,,,No,11/10/2016 23:27
12256,Sol Y Sombra,,,,Ordinary Drink,,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",,"Die Zutaten mit Eis schütteln, in ein Brandyglas abseihen und servieren. (Die englische Übersetzung des Namens dieses Getränks lautet ""Sonne und Schatten"", und nachdem Sie dieses Getränk probiert haben, werden Sie verstehen, warum. Danke, Kirby.)",,"Shakerare gli ingredienti con ghiaccio, filtrare in un bicchierino di brandy e servire.",,,https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,Anisette,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,,,,No,8/22/2017 19:19
16273,Shark Attack,,,,Cocktail,,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,,"Limonade und Wasser nach Anleitung auf dem Dosenrücken mischen. Wenn die Anweisungen besagen, 4 1/3 Dosen Wasser hinzuzufügen, tun Sie dies. In den Krug mischen. Füge 1 1/2 Tasse Wodka (Absolut) hinzu. Gut mischen. In ein Glas zerstoßenes Eis gießen. Ausgezeichnet!",,"Mescola la limonata e l'acqua.
Aggiungi 1 tazza e mezza di Vodka (Absolut).
Mescolare bene.
Versare in un bicchiere di ghiaccio tritato.",,,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,Water,Vodka,,,,,,,,,,,,,1 can ,3 cans ,1 1/2 cup ,,,,,,,,,,,,,,,No,9/7/2017 15:07
15184,San Francisco,,,,Ordinary Drink,,Alcoholic,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",,"Nimm ein hohes Glas und lege ein paar Eiswürfel hinein, fülle den Wodka darüber und fülle ihn mit Saft, dann die ""Creme"", um die Grenadine einzufüllen, aber sehr vorsichtig an der Seite des Glases, damit sie sich am Boden niederlässt. Garniere mit Orange und Erdbeere.",,"Prendete un bicchiere alto e mettete qualche cubetto di ghiaccio, riempiteci sopra la vodka e riempite con il succo poi la ""crema"", per finire riempite la granatina ma con molta attenzione a lato del bicchiere in modo che si adagi sul fondo .
Guarnire con arancia e fragola.",,,https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Vodka,Creme de Banane,Grenadine,Orange juice,,,,,,,,,,,,2 cl ,2 cl ,,,,,,,,,,,,,,,,No,9/8/2017 17:59
15226,Space Odyssey,,,,Ordinary Drink,,Alcoholic,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,,Füllen Sie das Glas mit Eis und fügen Sie Spritzer von Bacardi und Malibu hinzu. Einen Spritzer Ananassaft dazugeben und mit Orangensaft auffüllen. Grenadine als Farbstoff beigeben und mit Kirschen garnieren.,,"Riempi il bicchiere con ghiaccio e aggiungi in dei bicchieri un pò di Bacardi e Malibu.
Aggiungere una spruzzata di succo d'ananas e guarnire con succo d'arancia.
Aggiungere la granatina per colorare e guarnire con le ciliegie.",,,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,,,,,,,1 shot Bacardi ,1 shot ,1 shot ,,,,,,,,,,,,,,,No,9/7/2017 21:57
12188,Sherry Eggnog,,,,Ordinary Drink,,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",,"Sherry, Puderzucker und Ei mit Eis schütteln und in ein Collins-Glas abseihen. Mit Milch füllen und umrühren. Muskatnuss darüber streuen und servieren.",,"Shakerare lo sherry, lo zucchero a velo e l'uovo con ghiaccio e filtrare in un bicchiere Collins.Riempi di latte e mescola.Cospargere di noce moscata e servire.",,,https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,,,2 oz cream ,1 tsp ,1 whole ,,,,,,,,,,,,,,,No,11/10/2016 23:29
