Drink_ID,Drink_Name,Drink_Tags,Category,Alcoholic,Glass_Type,Instructions,CreativeCommons,Date_Modified
12420,Tuxedo Cocktail,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,No,2017-09-02 12:42:31
14602,Tequila Surprise,,Shot,Alcoholic,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,No,2017-09-06 23:06:21
12784,Thai Iced Coffee,,Coffee / Tea,Non alcoholic,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",No,2015-09-03 03:00:50
17826,The Jimmy Conway,,Cocktail,Alcoholic,Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",No,2018-09-01 10:34:38
15178,Texas Rattlesnake,,Shot,Alcoholic,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",No,2017-09-08 17:55:50
17218,Vesper,"IBA,NewEra",Cocktail,Alcoholic,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",No,2017-09-02 18:48:34
12450,Victor,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2017-04-23 20:40:16
17217,Vampiro,"IBA,NewEra",Ordinary Drink,Alcoholic,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",No,2017-09-02 18:44:06
12444,Vesuvio,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",No,2017-04-23 20:36:43
12446,Veteran,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,No,2017-04-23 20:37:36
12436,Van Vleet,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",No,2017-04-23 20:29:31
16967,Vodka Fizz,,Other / Unknown,Alcoholic,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",No,2015-09-03 05:24:03
178363,Vodka Lemon,,Cocktail,Alcoholic,Highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",No,
178362,Vodka Slime,,Cocktail,Alcoholic,Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",No,
178364,Vodka Tonic,,Cocktail,Alcoholic,Highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",No,
14167,Vodka Martini,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",No,2015-08-18 15:02:08
15403,Vodka Russian,,Ordinary Drink,Alcoholic,Collins Glass,Mix it as a ordinary drink .,No,2016-02-03 15:58:49
12442,Vermouth Cassis,,Ordinary Drink,Alcoholic,Highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",No,2015-09-06 16:51:14
12452,Victory Collins,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,No,2017-04-23 20:43:39
12460,Vodka And Tonic,,Ordinary Drink,Alcoholic,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",No,2017-09-07 22:41:40
12434,Valencia Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2017-04-23 20:27:20
12518,Whisky Mac,,Ordinary Drink,Alcoholic,Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,No,2016-04-28 19:24:18
17194,White Lady,"IBA,Classic",Ordinary Drink,Alcoholic,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,No,2017-09-02 12:49:52
13058,Wine Punch,,Punch / Party Drink,Alcoholic,Collins Glass,Combine all of the ingredients and pour over a block of ice.,No,2016-09-08 15:18:30
13056,Wine Cooler,,Punch / Party Drink,Optional alcohol,Collins Glass,Mix wine and soft drink. Pour into glass. Add ice.,No,2016-09-08 15:16:50
178347,Winter Rita,Winter,Beer,Alcoholic,Highball Glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",No,
11004,Whiskey Sour,"IBA,Classic,Alcoholic,ContemporaryClassic",Ordinary Drink,Alcoholic,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",Yes,2017-09-02 12:45:25
12528,White Russian,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,No,2016-08-28 18:35:32
178348,Winter Paloma,Winter,Cocktail,Alcoholic,Highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,No,
178326,White Wine Sangria,Spanish,Punch / Party Drink,Alcoholic,Pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",No,
16158,Whitecap Margarita,,Other / Unknown,Alcoholic,Margarita/Coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,No,2015-09-02 17:00:22
12474,Waikiki Beachcomber,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",No,2015-09-02 16:43:03
17219,Yellow Bird,"IBA,NewEra",Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass,No,2017-09-02 18:53:31
12728,Yoghurt Cooler,,Other / Unknown,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",No,2015-09-03 05:27:46
15328,Zorro,,Coffee / Tea,Alcoholic,Coffee Mug,add all and pour black coffee and add whipped cream on top.,No,2017-01-28 16:34:43
14888,Zinger,,Soft Drink,Alcoholic,Highball glass,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,No,2017-01-28 16:13:34
15691,Zoksel,,Soft Drink,Alcoholic,Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",No,2017-01-28 16:28:50
17241,Zombie,,Cocktail,Alcoholic,Hurricane glass,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",No,2017-11-01 17:35:26
15933,Zambeer,,Soft Drink,Alcoholic,Collins Glass,Mix sambuca with rootbeer and stir. Add ice,No,2017-01-28 16:06:18
16963,Zorbatini,,Cocktail,Alcoholic,Cocktail glass,Prepare like a Martini. Garnish with a green olive.,No,2017-01-28 16:32:35
15254,Zenmeister,,Ordinary Drink,Alcoholic,Collins Glass,Mix together and enjoy,No,2016-11-15 11:31:02
16942,Zipperhead,,Shot,Alcoholic,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",No,2017-01-28 16:17:15
17027,Zima Blaster,,Ordinary Drink,Alcoholic,Hurricane glass,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",No,2017-01-28 16:09:57
14594,Zizi Coin-coin,,Punch / Party Drink,Alcoholic,Margarita/Coupette glass,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",No,2017-01-28 16:25:52
15801,Zimadori Zinger,,Punch / Party Drink,Alcoholic,Collins glass,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,No,2017-01-28 16:12:00
14065,Zippy's Revenge,,Cocktail,Alcoholic,Old-fashioned glass,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,No,2017-01-28 16:18:33
14157,Ziemes Martini Apfelsaft,,Ordinary Drink,Alcoholic,Collins Glass,Serve without ice. At least the juice shold have room temperature.,No,2017-01-28 16:08:07
